,Gender,Age,Socioeconomic Status,Employment Status,Age Category
1951,Male,59.051590267292596,Very Affluent,Not in Labour Force,55-64
1952,Male,57.71407828791028,Very Affluent,Employed,55-64
1953,Male,68.2527332788514,Very Affluent,Not in Labour Force,65-74
1954,Male,50.302750054785285,Affluent,Employed,45-54
1955,Male,56.17846278469657,Very Affluent,Not in Labour Force,55-64
1956,Male,73.25655868341966,Very Affluent,Not in Labour Force,65-74
1957,Female,35.70424047528052,Disadvantaged,Not in Labour Force,35-44
1958,Male,51.98047969749062,Affluent,Employed,45-54
1959,Female,23.45905666477038,Very Disadvantaged,Employed,15-24
1960,Female,27.456878528260454,Disadvantaged,Employed,25-34
1961,Male,62.777269716619514,Very Affluent,Employed,55-64
1962,Male,49.97056688461592,Affluent,Employed,45-54
1963,Male,50.78027153596746,Affluent,Employed,45-54
1964,Female,35.0004355628455,Disadvantaged,Employed,35-44
1965,Male,44.204972644577104,Average,Employed,45-54
1966,Female,20.857540058057797,Very Disadvantaged,Employed,15-24
1967,Male,44.94306717051178,Average,Employed,45-54
1968,Female,26.03477609121849,Very Disadvantaged,Employed,25-34
1969,Female,37.228166088652465,Average,Employed,35-44
1970,Female,29.12410313990845,Disadvantaged,Employed,25-34
1971,Female,23.403740203772536,Very Disadvantaged,Not in Labour Force,15-24
1972,Male,64.03545953883554,Very Affluent,Not in Labour Force,65-74
1973,Male,65.64925333336802,Very Affluent,Not in Labour Force,65-74
1974,Male,46.59091395760592,Affluent,Employed,45-54
1975,Female,25.02759098612936,Very Disadvantaged,Employed,25-34
1976,Male,51.87171167262869,Affluent,Employed,45-54
1977,Male,83.67857285752086,Very Affluent,Not in Labour Force,75+
1978,Male,54.81084154922464,Affluent,Employed,55-64
1979,Male,79.05668194796692,Very Affluent,Not in Labour Force,75+
1980,Male,56.47272609154251,Very Affluent,Employed,55-64
1981,Female,37.178801135403816,Average,Unemployed,35-44
1982,Female,39.152691892957655,Average,Employed,35-44
1983,Male,53.371606905170886,Affluent,Employed,45-54
1984,Male,56.832397478429364,Very Affluent,Employed,55-64
1985,Female,24.161522805266078,Very Disadvantaged,Employed,25-34
1986,Female,20.694849470233454,Very Disadvantaged,Employed,15-24
1987,Female,34.463164664094435,Disadvantaged,Employed,35-44
1988,Male,75.63461634645421,Very Affluent,Not in Labour Force,75+
1989,Male,49.754219509174,Affluent,Employed,45-54
1990,Female,16.756634241520143,Very Disadvantaged,Employed,15-24
1991,Female,27.823813394705237,Disadvantaged,Employed,25-34
1992,Male,51.62732334637492,Affluent,Employed,45-54
1993,Male,48.79372791342264,Affluent,Employed,45-54
1994,Female,17.891606345237186,Very Disadvantaged,Not in Labour Force,15-24
1995,Female,34.51313063197796,Disadvantaged,Employed,35-44
1996,Male,53.05915525005078,Affluent,Employed,45-54
1997,Male,61.157632542512225,Very Affluent,Employed,55-64
1998,Male,72.27449815759849,Very Affluent,Not in Labour Force,65-74
1999,Male,62.42912736463493,Very Affluent,Employed,55-64
2000,Male,61.183273218101185,Very Affluent,Employed,55-64
2001,Male,50.84313472201744,Affluent,Not in Labour Force,45-54
2002,Male,48.31358991956802,Affluent,Employed,45-54
2003,Female,35.656693229062434,Disadvantaged,Employed,35-44
2004,Female,26.153744302194593,Very Disadvantaged,Not in Labour Force,25-34
2005,Male,52.67143711099082,Affluent,Employed,45-54
2006,Male,54.015990617311196,Affluent,Employed,55-64
2007,Female,24.974169924754598,Very Disadvantaged,Unemployed,25-34
2008,Female,15.186528266847944,Very Disadvantaged,Not in Labour Force,15-24
2009,Male,41.64588967233081,Average,Employed,35-44
2010,Male,53.50216934029965,Affluent,Employed,45-54
2011,Female,38.111512084403806,Average,Employed,35-44
2012,Male,63.309323550035344,Very Affluent,Not in Labour Force,55-64
2013,Male,41.9859088823713,Average,Employed,35-44
2014,Male,62.954316646996965,Very Affluent,Employed,55-64
2015,Female,38.61273041288007,Average,Employed,35-44
2016,Male,49.34533294888884,Affluent,Unemployed,45-54
2017,Female,19.430337726334056,Very Disadvantaged,Employed,15-24
2018,Male,52.43984973860071,Affluent,Employed,45-54
2019,Male,48.76194574896298,Affluent,Employed,45-54
2020,Female,15.827551046627377,Very Disadvantaged,Employed,15-24
2021,Male,48.79391924066372,Affluent,Unemployed,45-54
2022,Male,55.466946044795684,Affluent,Employed,55-64
2023,Male,58.325019567451655,Very Affluent,Employed,55-64
2024,Male,87.94359839005529,Very Affluent,Not in Labour Force,75+
2025,Male,43.690039993128885,Average,Employed,35-44
2026,Male,60.79939317439537,Very Affluent,Employed,55-64
2027,Female,21.304337676370558,Very Disadvantaged,Employed,15-24
2028,Female,25.620231263809085,Very Disadvantaged,Employed,25-34
2029,Female,33.27243215943155,Disadvantaged,Employed,25-34
2030,Male,72.37683381991096,Very Affluent,Not in Labour Force,65-74
2031,Female,22.046696362076545,Very Disadvantaged,Employed,15-24
2032,Female,40.563493126186536,Average,Employed,35-44
2033,Male,83.67300532920201,Very Affluent,Not in Labour Force,75+
2034,Male,45.95030665760892,Affluent,Employed,45-54
2035,Male,43.2293810281712,Average,Employed,35-44
2036,Female,29.00817228719096,Disadvantaged,Employed,25-34
2037,Female,39.297805398377434,Average,Employed,35-44
2038,Female,39.31842722535476,Average,Employed,35-44
2039,Male,43.51075396216142,Average,Employed,35-44
2040,Female,36.827543706280956,Average,Employed,35-44
2041,Female,26.06358309304763,Very Disadvantaged,Unemployed,25-34
2042,Female,24.750790331795855,Very Disadvantaged,Employed,25-34
2043,Male,52.97025399559341,Affluent,Not in Labour Force,45-54
2044,Female,40.19496822687586,Average,Not in Labour Force,35-44
2045,Male,51.79762956891485,Affluent,Employed,45-54
2046,Female,37.40658288400625,Average,Unemployed,35-44
2047,Male,51.59258083815823,Affluent,Not in Labour Force,45-54
2048,Male,44.65539829732482,Average,Employed,45-54
2049,Female,23.929262879806267,Very Disadvantaged,Employed,15-24
2050,Male,43.58459857617545,Average,Employed,35-44
2051,Female,31.651466672477632,Disadvantaged,Employed,25-34
2052,Male,46.83896152479657,Affluent,Employed,45-54
2053,Male,47.290735043832896,Affluent,Employed,45-54
2054,Male,43.02814462195976,Average,Employed,35-44
2055,Female,35.88480819145873,Disadvantaged,Employed,35-44
2056,Female,30.39934907134198,Disadvantaged,Employed,25-34
2057,Male,56.282890655627654,Very Affluent,Employed,55-64
2058,Male,64.46762895585186,Very Affluent,Not in Labour Force,65-74
2059,Female,21.92313063777477,Very Disadvantaged,Employed,15-24
2060,Female,38.66082541955984,Average,Employed,35-44
2061,Female,36.05934333487011,Disadvantaged,Not in Labour Force,35-44
2062,Male,48.71324350747751,Affluent,Employed,45-54
2063,Male,43.086629280343026,Average,Employed,35-44
2064,Male,59.26035612881417,Very Affluent,Not in Labour Force,55-64
2065,Female,15.479403764286104,Very Disadvantaged,Employed,15-24
2066,Male,47.42234789749407,Affluent,Unemployed,45-54
2067,Female,22.690549341334304,Very Disadvantaged,Employed,15-24
2068,Male,53.37042331142481,Affluent,Employed,45-54
2069,Female,28.559969861402863,Disadvantaged,Employed,25-34
2070,Female,28.101762434695566,Disadvantaged,Employed,25-34
2071,Female,36.81363554007136,Average,Employed,35-44
2072,Female,19.900579695561735,Very Disadvantaged,Employed,15-24
2073,Female,39.314251967011096,Average,Unemployed,35-44
2074,Female,34.32622242035463,Disadvantaged,Employed,35-44
2075,Female,20.78966056104724,Very Disadvantaged,Employed,15-24
2076,Female,23.861369775606057,Very Disadvantaged,Employed,15-24
2077,Male,65.9629829754276,Very Affluent,Not in Labour Force,65-74
2078,Male,61.71803328988257,Very Affluent,Employed,55-64
2079,Male,55.061083549546815,Affluent,Employed,55-64
2080,Male,50.9950738964277,Affluent,Employed,45-54
2081,Male,48.64673443761667,Affluent,Employed,45-54
2082,Male,46.84851897748381,Affluent,Employed,45-54
2083,Female,35.913279870739665,Disadvantaged,Employed,35-44
2084,Male,53.99325667211038,Affluent,Employed,45-54
2085,Female,28.25522129282513,Disadvantaged,Employed,25-34
2086,Male,50.55553073981623,Affluent,Employed,45-54
2087,Female,32.10700989519745,Disadvantaged,Employed,25-34
2088,Male,55.06480654893237,Affluent,Unemployed,55-64
2089,Male,45.49792361978139,Affluent,Employed,45-54
2090,Male,61.701690886155326,Very Affluent,Not in Labour Force,55-64
2091,Female,20.987576840021976,Very Disadvantaged,Not in Labour Force,15-24
2092,Male,42.718769299615055,Average,Not in Labour Force,35-44
2093,Male,66.30963655503102,Very Affluent,Not in Labour Force,65-74
2094,Male,45.81359818661683,Affluent,Unemployed,45-54
2095,Male,43.33795290153063,Average,Employed,35-44
2096,Female,33.19674642991096,Disadvantaged,Unemployed,25-34
2097,Male,58.46312550666161,Very Affluent,Employed,55-64
2098,Female,29.374281716091012,Disadvantaged,Not in Labour Force,25-34
2099,Female,31.358308988376518,Disadvantaged,Not in Labour Force,25-34
2100,Male,45.338121008891406,Affluent,Employed,45-54
2101,Female,35.85335030541728,Disadvantaged,Employed,35-44
2102,Female,36.855865468948295,Average,Employed,35-44
2103,Male,42.144050665616334,Average,Employed,35-44
2104,Male,62.086518510874185,Very Affluent,Employed,55-64
2105,Male,53.85005384578277,Affluent,Employed,45-54
2106,Male,59.97055105083386,Very Affluent,Employed,55-64
2107,Male,59.029381295462,Very Affluent,Employed,55-64
2108,Male,42.783637969445095,Average,Employed,35-44
2109,Male,42.677759625812946,Average,Employed,35-44
2110,Female,15.70412478886984,Very Disadvantaged,Not in Labour Force,15-24
2111,Male,46.149475731571506,Affluent,Employed,45-54
2112,Male,65.92243102294748,Very Affluent,Not in Labour Force,65-74
2113,Female,27.812791724424233,Disadvantaged,Employed,25-34
2114,Female,32.895882400032995,Disadvantaged,Employed,25-34
2115,Female,30.145506138811847,Disadvantaged,Employed,25-34
2116,Male,63.80074461804915,Very Affluent,Not in Labour Force,55-64
2117,Male,57.70899585999718,Very Affluent,Employed,55-64
2118,Female,30.145718349924216,Disadvantaged,Employed,25-34
2119,Female,27.533095748421534,Disadvantaged,Employed,25-34
2120,Male,41.8544433768761,Average,Employed,35-44
2121,Female,16.367101710272696,Very Disadvantaged,Not in Labour Force,15-24
2122,Female,37.07669797837613,Average,Employed,35-44
2123,Female,21.17480423262845,Very Disadvantaged,Employed,15-24
2124,Male,82.59901660229718,Very Affluent,Not in Labour Force,75+
2125,Male,71.37009260748253,Very Affluent,Not in Labour Force,65-74
2126,Male,53.119254525182605,Affluent,Employed,45-54
2127,Male,47.144948943671615,Affluent,Employed,45-54
2128,Female,27.606428725750632,Disadvantaged,Employed,25-34
2129,Female,25.56601237393494,Very Disadvantaged,Employed,25-34
2130,Female,24.289991210798625,Very Disadvantaged,Employed,25-34
2131,Female,38.620122723669894,Average,Not in Labour Force,35-44
2132,Female,15.360543221697785,Very Disadvantaged,Employed,15-24
2133,Female,32.56641248804144,Disadvantaged,Not in Labour Force,25-34
2134,Male,45.70882745549662,Affluent,Employed,45-54
2135,Male,87.44173311250297,Very Affluent,Not in Labour Force,75+
2136,Male,41.64110663986287,Average,Employed,35-44
2137,Female,21.98696715905936,Very Disadvantaged,Employed,15-24
2138,Female,18.849075951915417,Very Disadvantaged,Unemployed,15-24
2139,Female,33.18248982151101,Disadvantaged,Employed,25-34
2140,Male,43.35750303482043,Average,Employed,35-44
2141,Male,58.85728946611182,Very Affluent,Unemployed,55-64
2142,Female,19.096546877755564,Very Disadvantaged,Employed,15-24
2143,Male,63.963622195353,Very Affluent,Employed,55-64
2144,Male,64.05633197768195,Very Affluent,Not in Labour Force,65-74
2145,Female,38.594506723893744,Average,Employed,35-44
2146,Male,65.05448027135856,Very Affluent,Not in Labour Force,65-74
2147,Female,24.7965337682705,Very Disadvantaged,Employed,25-34
2148,Male,52.20561453046416,Affluent,Employed,45-54
2149,Female,39.57453542960836,Average,Employed,35-44
2150,Male,77.18263625938374,Very Affluent,Not in Labour Force,75+
2151,Male,41.82379264344978,Average,Employed,35-44
2152,Male,60.504352085246694,Very Affluent,Employed,55-64
2153,Male,57.44699434221419,Very Affluent,Employed,55-64
2154,Male,58.91948141956677,Very Affluent,Employed,55-64
2155,Female,26.613428834823004,Very Disadvantaged,Employed,25-34
2156,Male,67.514259098745,Very Affluent,Not in Labour Force,65-74
2157,Male,50.531868562402245,Affluent,Employed,45-54
2158,Female,19.2727037109523,Very Disadvantaged,Employed,15-24
2159,Male,62.82101637410395,Very Affluent,Employed,55-64
2160,Female,33.58842467472095,Disadvantaged,Not in Labour Force,25-34
2161,Male,89.614261349554,Very Affluent,Not in Labour Force,75+
2162,Female,39.02259278731338,Average,Employed,35-44
2163,Male,56.88606923309879,Very Affluent,Unemployed,55-64
2164,Male,50.37594920800645,Affluent,Unemployed,45-54
2165,Male,73.63948047428244,Very Affluent,Not in Labour Force,65-74
2166,Male,51.00025359045114,Affluent,Employed,45-54
2167,Female,40.47457421089055,Average,Employed,35-44
2168,Male,77.38528742456657,Very Affluent,Not in Labour Force,75+
2169,Male,51.66658733196434,Affluent,Employed,45-54
2170,Female,40.54861946249157,Average,Not in Labour Force,35-44
2171,Female,33.273020822070066,Disadvantaged,Not in Labour Force,25-34
2172,Female,34.97576659503832,Disadvantaged,Employed,35-44
2173,Female,20.428397359072314,Very Disadvantaged,Employed,15-24
2174,Male,54.05496325437096,Affluent,Employed,55-64
2175,Male,67.8443525586704,Very Affluent,Not in Labour Force,65-74
2176,Female,37.30637089404121,Average,Employed,35-44
2177,Male,41.610541035634526,Average,Employed,35-44
2178,Female,15.714999478882369,Very Disadvantaged,Employed,15-24
2179,Female,37.639724211227886,Average,Employed,35-44
2180,Female,24.78970796321608,Very Disadvantaged,Not in Labour Force,25-34
2181,Female,39.86732748214021,Average,Employed,35-44
2182,Female,40.78354874315256,Average,Not in Labour Force,35-44
2183,Female,40.29545816781399,Average,Employed,35-44
2184,Male,55.67012068634816,Affluent,Employed,55-64
2185,Female,18.6548007201939,Very Disadvantaged,Not in Labour Force,15-24
2186,Male,51.07764104617752,Affluent,Employed,45-54
2187,Male,42.97221923336358,Average,Employed,35-44
2188,Female,33.88652940917645,Disadvantaged,Employed,25-34
2189,Male,69.96936822237112,Very Affluent,Not in Labour Force,65-74
2190,Male,53.18784680986558,Affluent,Employed,45-54
2191,Male,56.21785578963083,Very Affluent,Employed,55-64
2192,Male,46.501652378664936,Affluent,Employed,45-54
2193,Male,42.83752904426541,Average,Employed,35-44
2194,Male,51.1473944165376,Affluent,Employed,45-54
2195,Male,41.96495996405881,Average,Employed,35-44
2196,Male,41.54021528624691,Average,Not in Labour Force,35-44
2197,Female,29.08128359907868,Disadvantaged,Not in Labour Force,25-34
2198,Male,51.81272873461981,Affluent,Employed,45-54
2199,Male,89.98316054532134,Very Affluent,Not in Labour Force,75+
2200,Male,48.72502120563869,Affluent,Employed,45-54
2201,Male,43.886136461365496,Average,Employed,35-44
2202,Female,34.443308811328976,Disadvantaged,Employed,35-44
2203,Female,19.629664074818525,Very Disadvantaged,Not in Labour Force,15-24
2204,Male,50.61295519621584,Affluent,Employed,45-54
2205,Female,28.882682285897918,Disadvantaged,Employed,25-34
2206,Male,55.16475892052821,Affluent,Employed,55-64
2207,Female,34.56883439696777,Disadvantaged,Not in Labour Force,35-44
2208,Female,20.08020510677529,Very Disadvantaged,Not in Labour Force,15-24
2209,Male,55.16028721447125,Affluent,Employed,55-64
2210,Female,35.81852645358224,Disadvantaged,Employed,35-44
2211,Female,34.428710879546564,Disadvantaged,Employed,35-44
2212,Male,41.397287118569174,Average,Employed,35-44
2213,Male,58.460367288875275,Very Affluent,Not in Labour Force,55-64
2214,Female,31.975814776726516,Disadvantaged,Employed,25-34
2215,Male,42.52584471730546,Average,Not in Labour Force,35-44
2216,Female,32.934946184853935,Disadvantaged,Employed,25-34
2217,Female,23.253003525054172,Very Disadvantaged,Employed,15-24
2218,Female,25.64457912897898,Very Disadvantaged,Employed,25-34
2219,Female,20.659835496172718,Very Disadvantaged,Employed,15-24
2220,Female,39.06372618923643,Average,Employed,35-44
2221,Male,60.5486769413036,Very Affluent,Employed,55-64
2222,Female,22.08503894648681,Very Disadvantaged,Employed,15-24
2223,Male,60.075270541655016,Very Affluent,Employed,55-64
2224,Male,45.08059485618458,Average,Employed,45-54
2225,Male,66.31441808537551,Very Affluent,Not in Labour Force,65-74
2226,Female,26.072742916488732,Very Disadvantaged,Employed,25-34
2227,Male,80.0880870544068,Very Affluent,Not in Labour Force,75+
2228,Male,47.842655372420694,Affluent,Not in Labour Force,45-54
2229,Female,24.198039743981546,Very Disadvantaged,Employed,25-34
2230,Female,21.0342639755792,Very Disadvantaged,Not in Labour Force,15-24
2231,Female,36.518691943443436,Average,Employed,35-44
2232,Female,37.47704244643613,Average,Employed,35-44
2233,Male,58.09868518780774,Very Affluent,Not in Labour Force,55-64
2234,Male,47.65333594751543,Affluent,Employed,45-54
2235,Female,16.47672644490112,Very Disadvantaged,Employed,15-24
2236,Male,65.02670700107896,Very Affluent,Employed,65-74
